label,text
1,08年的mt，已25万公里无大修！好的很…
1,油耗低，空间大，外观漂亮。
1,外观内饰配置
0,座椅居然异响！咯吱咯吱不停，昌河也不至于如此呀！！！修了2次才解决！郁闷！老板还以为我太胖了！！！还有怀挡的档位显示位置，方向盘一转就看不到了，新手会很郁闷。
0,加价提车，这个是通病吗？反正我是加价了，等不起那漫长的订车期限。
1,外形和空间了，空间大的没啥说
0,油耗貌似有点高了
0,做工有提升空间~没有后防撞钢梁。
1,方向盘小巧，握感舒适。外观漂亮，原滋原味的仪表盘，还有超大的全景天窗，大面积的软质材料，大爱。外观非常漂亮，1.82米的车宽很像一个小猛兽蓄势待发。
0,排气排气排气真的不行必须改改改
1,车内配色还是相当有运动感，中控，仪表等都中规中矩，空调制冷很快，储物空间也很多，前后座都可以容纳1.70米左右的乘客。
0,后备箱不能使用钥匙按钮一键启动，这点有点待改进吧！
0,一档起车总是有点脱档的感觉，怎么也适应不过来，过了2档就好了，不知道这个是不是大家说的起步肉的问题呢？
1,外观最满意，平顺性也满意
1,空间挺大，车身高，坐上面比较自信。
1,性能！发动机，牙箱，操控，刹车，当然音响也还行！
0,目前还没发现，要说有吧，还是a住，针织面料，有一次抽烟不小心烫个一下好心痛
1,动力，外观，配置丰富
1,配置高，动力足，舒适性高
0,车的重量比较轻，地盘高，侧风较大时，行车不稳，有点甩尾。车车六年了，异响比较多，尤其是后车门锁扣的响声。跑高速的时候座椅不舒服，有点累人，跑高速遇到侧风，大货车是容易甩尾。
1,外观好看，空间够给力
0,起步稍有些肉，但没啥大影响，加速超车还是很快。
1,舒适宽敞安静
0,空间稍小
1,要说到最满意的地方好是油耗和噪音，都说噪音大我感觉我的小五噪音一点也不大
1,油耗方面是最为满意的，毕竟在城区里面，油耗是最关键的
1,实用配置都有，而且是全景摄像头，雷达很灵敏，而且头灯和尾灯都帅爆了
1,外观，空间，舒适性和驾驶感受超级棒，动力要舍得地板油也是比较暴力的。最主要是尽管全车真皮，味道很轻，这一点实在太赞了，对家人孩子负责，很多合资车就是毒气室。
1,底盘高，空间大
0,最不满意的地方就莫过于它的中控材料了，硬塑料面板，摸哪哪都是硬邦邦的，质感不是很好，而且整车的装配工艺也是有待提高的，偶尔在行车的过程中会听到侧门会有异响。
0,后面两排完全放倒不是很平整，尽管长度够了，但仍然不利于开展工作，大家都懂的......。
0,车面油漆，我提的是白色，油漆真的很薄。跑高速有小石子碰下就掉油漆了。高速转速上3000发动机声音明显加大，这也是我最纠结的两点。另外还有就是手机互联卡的要命。不知道大家买过v3有没有出现过。
0,动力稍弱了一点，能带个t就好了，后备箱小了一点，能再多十个厘米就完美了
1,空间够大，油耗满意！外观也够大方，出去人家都问我这车要不要20多万呢！坐着也舒服，一家大小出行刚刚好，女儿在上面也玩得很开心！
0,最不满意的就是性价比，性价比，性价比，非要说三遍，
1,外观及乘坐空间和esp功能
1,地盘过坑感觉舒适，驾驶轻松，静音度不错。
0,冬天启动后发动机预热、车辆没电时发动机启动瞬间转速达1000多，导致车辆有明显震动。
0,后排空间一般动力一般
0,内饰显得比较生硬，方向盘、仪表和中控都没太多豪华感。
1,算是油耗比较满意吧！磨合期的时候比较费油估计百公里七八个，然后慢慢开6块钱一升的时候一百块钱跑个一百四五公里，之后跑的一百块钱在城里能跑三百公里了，路程二十多公里的话能跑三百五六公里了！！！
1,加速快
1,车是真心不错性价比很高
1,满意的地方不少，舒适性、实用的配置、年轻化的外观、大空间等等。
1,基于最新mqb平台打造，尾箱很大，外型犀利。主要是1.8ｔea888发动机这个价位觉得很值
0,最不满意的就是①车门到颠簸路段有异响②其次就是最让人失望的，747款，有液晶屏，可不带导航，只能无奈的把导航换掉，换个新导航，还不支持播放视频，不知道是怎么回事③小三的车座椅啊，织布的，太没档次了
0,舒适性、空间太差了，哪哪都硬，轮胎，座椅，悬架，基本没有舒适度可言了。后排勉强可以坐下3人，中间的哪位绝对的憋屈，脚刹还是有点不太习惯。
